epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.7613,2.4238,3.37472,1.2057,0.02494,0.94393,0.0592,0.0207,2.05524,3.42098,0.9912,0.00026,0.00026,0.00026
2,123.451,2.17445,1.69832,1.12556,0.02519,0.95327,0.03066,0.0129,1.92943,3.04707,1.00111,0.000518616,0.000518616,0.000518616
3,179.789,2.18159,1.57125,1.1055,0.02469,0.93458,0.80372,0.29018,2.15674,2.40545,1.07768,0.000755056,0.000755056,0.000755056
4,233.979,2.06296,1.42044,1.10632,0.0258,0.97664,0.56919,0.2573,1.90995,2.29443,1.01409,0.00096932,0.00096932,0.00096932
5,288.189,2.11113,1.38474,1.13457,0.68575,0.88716,0.78669,0.25852,2.14899,2.09678,1.06626,0.00116141,0.00116141,0.00116141
6,344.636,2.09156,1.35319,1.09097,0.75007,0.63108,0.78017,0.27419,2.01209,1.91335,1.02229,0.00133132,0.00133132,0.00133132
7,399.184,2.02266,1.30253,1.10797,0.79839,0.7957,0.82688,0.28256,2.10061,1.71895,1.0509,0.00147906,0.00147906,0.00147906
8,454.676,2.01117,1.25599,1.07926,0.71508,0.88785,0.84101,0.36335,1.87405,1.42962,1.00206,0.0014456,0.0014456,0.0014456
9,507.943,2.03961,1.27681,1.10427,0.83593,0.90187,0.89706,0.36704,1.96745,1.31741,1.0195,0.0013664,0.0013664,0.0013664
10,561.164,1.95551,1.20289,1.06678,0.90643,0.90536,0.93579,0.39919,1.93373,1.11271,1.02682,0.0012872,0.0012872,0.0012872
11,614.684,2.03991,1.2212,1.10227,0.79408,0.7929,0.76749,0.26371,2.29699,1.22664,1.11604,0.001208,0.001208,0.001208
12,669.054,1.97994,1.22488,1.08602,0.84139,0.8924,0.91185,0.40374,1.90141,1.13078,1.0183,0.0011288,0.0011288,0.0011288
13,723.944,1.95032,1.22162,1.04331,0.8507,0.90187,0.91908,0.37238,1.84935,1.10866,0.99182,0.0010496,0.0010496,0.0010496
14,778.819,1.94794,1.19186,1.07293,0.87731,0.90187,0.89972,0.33714,1.99594,1.12523,1.02829,0.0009704,0.0009704,0.0009704
15,832.831,1.93487,1.19433,1.0627,0.91148,0.91121,0.9286,0.41032,1.86885,1.08303,1.00655,0.0008912,0.0008912,0.0008912
16,885.729,1.90103,1.30553,1.065,0.89114,0.90654,0.92692,0.40783,1.83302,1.12114,0.99775,0.000812,0.000812,0.000812
17,937.64,1.89276,1.22334,1.10042,0.9195,0.92523,0.93095,0.34111,2.06246,1.0908,1.04693,0.0007328,0.0007328,0.0007328
18,991.49,1.92,1.15804,1.11623,0.94693,0.91713,0.93686,0.36714,2.02246,1.04651,1.04192,0.0006536,0.0006536,0.0006536
19,1045.63,1.82595,1.09788,1.10062,0.93376,0.92223,0.94335,0.38482,1.9857,1.05021,1.02909,0.0005744,0.0005744,0.0005744
20,1097.52,1.83274,1.12677,1.06062,0.90567,0.88318,0.92085,0.36087,2.02557,1.08375,1.03263,0.0004952,0.0004952,0.0004952
21,1149.41,1.83434,1.10874,1.06425,0.90176,0.90654,0.93303,0.39009,1.97347,1.05491,1.02548,0.000416,0.000416,0.000416
22,1201.81,1.80726,1.07316,1.05907,0.93832,0.92419,0.9426,0.39506,1.96207,1.06236,1.02442,0.0003368,0.0003368,0.0003368
23,1263.46,1.73562,1.06676,1.06681,0.92494,0.9213,0.93651,0.37462,2.01922,1.07172,1.0351,0.0002576,0.0002576,0.0002576
24,1330.04,1.78339,1.07859,1.03618,0.93314,0.91312,0.94218,0.36577,2.03412,1.06866,1.0383,0.0001784,0.0001784,0.0001784
25,1391.69,1.7416,1.04894,1.07118,0.93585,0.91121,0.95161,0.38204,1.99502,1.03921,1.02696,9.92e-05,9.92e-05,9.92e-05
