epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.3994,2.28128,2.97819,1.18623,0.02247,0.85047,0.5373,0.18387,2.53493,3.49068,1.21348,0.087013,1.3e-05,1.3e-05
2,111.646,2.14193,2.12511,1.164,0.02383,0.90187,0.72504,0.23364,2.52026,3.28589,1.21572,0.0730262,2.62363e-05,2.62363e-05
3,163.9,2.26968,1.75131,1.15726,0.0258,0.97664,0.85693,0.32305,2.14983,3.04849,1.1125,0.0590387,3.86806e-05,3.86806e-05
4,215.785,2.14729,1.53592,1.12471,0.0258,0.97664,0.86926,0.34764,2.03362,2.76045,1.0581,0.0450503,5.03329e-05,5.03329e-05
5,264.515,2.17062,1.49657,1.16266,0.02531,0.95794,0.87178,0.31627,2.13182,2.41951,1.06504,0.0310612,6.11931e-05,6.11931e-05
6,312.864,2.16976,1.37579,1.12353,0.8882,0.78037,0.84892,0.27086,2.30816,1.80447,1.09784,0.0170713,7.12614e-05,7.12614e-05
7,361.011,2.12118,1.37887,1.13528,0.89387,0.82648,0.86857,0.28659,2.25835,1.62735,1.08579,0.00308054,8.05377e-05,8.05377e-05
8,410.333,2.1018,1.33355,1.10588,0.91694,0.87697,0.90071,0.34715,2.11152,1.34846,1.05999,8.02e-05,8.02e-05,8.02e-05
9,458.426,2.11969,1.42626,1.12612,0.92818,0.88785,0.93411,0.37637,2.02799,1.22161,1.04384,7.73714e-05,7.73714e-05,7.73714e-05
10,506.647,2.01634,1.31238,1.07805,0.89554,0.88136,0.9112,0.38736,1.99342,1.18728,1.03654,7.45429e-05,7.45429e-05,7.45429e-05
11,555.848,2.03017,1.35022,1.1051,0.8931,0.89791,0.92328,0.38673,2.00111,1.18309,1.0378,7.17143e-05,7.17143e-05,7.17143e-05
12,605.325,2.04614,1.34435,1.11506,0.91039,0.90197,0.9428,0.38103,2.04917,1.16931,1.05017,6.88857e-05,6.88857e-05,6.88857e-05
13,654.434,2.10131,1.31682,1.09553,0.91938,0.86449,0.92875,0.36093,2.10776,1.16334,1.06429,6.60571e-05,6.60571e-05,6.60571e-05
14,704.515,2.08371,1.30481,1.12964,0.92588,0.8756,0.93859,0.37051,2.07882,1.14745,1.05764,6.32286e-05,6.32286e-05,6.32286e-05
15,755.443,2.1022,1.31349,1.12042,0.94085,0.89195,0.94201,0.38282,2.04605,1.13581,1.04828,6.04e-05,6.04e-05,6.04e-05
16,804.295,2.09438,1.28326,1.09594,0.91356,0.90187,0.93531,0.39658,1.94721,1.10955,1.02148,5.75714e-05,5.75714e-05,5.75714e-05
17,852.572,1.97706,1.24115,1.08342,0.8908,0.88785,0.90801,0.3995,1.89795,1.09394,1.00826,5.47429e-05,5.47429e-05,5.47429e-05
18,900.721,2.01415,1.27886,1.08761,0.89508,0.8785,0.90732,0.40103,1.90991,1.09268,1.0089,5.19143e-05,5.19143e-05,5.19143e-05
19,948.351,2.02774,1.2448,1.08265,0.90076,0.88318,0.90946,0.39546,1.9301,1.09414,1.0114,4.90857e-05,4.90857e-05,4.90857e-05
20,996.225,1.97995,1.19323,1.0615,0.90401,0.89252,0.92148,0.37384,1.99823,1.10517,1.02459,4.62571e-05,4.62571e-05,4.62571e-05
21,1045.61,2.01566,1.20287,1.06951,0.90385,0.89252,0.92186,0.36628,2.02513,1.11132,1.02851,4.34286e-05,4.34286e-05,4.34286e-05
22,1094.01,1.98601,1.20931,1.06537,0.9049,0.89252,0.92248,0.36563,2.03305,1.1192,1.03054,4.06e-05,4.06e-05,4.06e-05
23,1142.94,1.97717,1.20674,1.0949,0.90808,0.87383,0.91431,0.36705,2.03813,1.12382,1.03155,3.77714e-05,3.77714e-05,3.77714e-05
24,1190.67,2.01005,1.23774,1.09015,0.90836,0.88012,0.91939,0.37328,2.02419,1.12448,1.02847,3.49429e-05,3.49429e-05,3.49429e-05
25,1238.03,2.02249,1.23238,1.08504,0.91952,0.86916,0.91642,0.36914,2.02142,1.12352,1.0283,3.21143e-05,3.21143e-05,3.21143e-05
26,1285.9,1.94896,1.37242,1.09459,0.91565,0.86237,0.90975,0.37408,1.98096,1.13945,1.02195,2.92857e-05,2.92857e-05,2.92857e-05
27,1334.12,1.96314,1.36695,1.07276,0.91765,0.86916,0.90913,0.37526,1.98017,1.15412,1.0236,2.64571e-05,2.64571e-05,2.64571e-05
28,1381.77,1.95904,1.32951,1.10946,0.90945,0.85514,0.89956,0.3833,1.97316,1.16375,1.02503,2.36286e-05,2.36286e-05,2.36286e-05
29,1428.68,1.95754,1.28342,1.11261,0.89157,0.85514,0.89711,0.38267,1.97487,1.17278,1.02789,2.08e-05,2.08e-05,2.08e-05
30,1476.71,1.95697,1.28808,1.11997,0.91177,0.85981,0.90508,0.38247,1.98186,1.1646,1.03053,1.79714e-05,1.79714e-05,1.79714e-05
31,1524.23,1.95908,1.30887,1.10596,0.90988,0.8492,0.89797,0.37832,1.98755,1.16811,1.03244,1.51429e-05,1.51429e-05,1.51429e-05
32,1571.97,1.93628,1.28787,1.10365,0.90173,0.85047,0.89873,0.37729,1.98402,1.16514,1.03119,1.23143e-05,1.23143e-05,1.23143e-05
33,1618.61,1.91679,1.2417,1.10135,0.89282,0.85641,0.89942,0.3787,1.97686,1.16014,1.02885,9.48571e-06,9.48571e-06,9.48571e-06
34,1666.96,1.95912,1.28148,1.10012,0.89252,0.85371,0.90231,0.37763,1.96812,1.15967,1.02633,6.65714e-06,6.65714e-06,6.65714e-06
35,1713.75,1.95448,1.26137,1.10252,0.89237,0.8524,0.90225,0.3757,1.96965,1.16214,1.02663,3.82857e-06,3.82857e-06,3.82857e-06
