epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,132.972,1.46446,1.1831,1.24675,0.79959,0.82851,0.88852,0.39551,1.66215,1.16658,1.48469,0.0003317,0.0003317,0.0003317
19,141.62,1.42562,1.12381,1.2036,0.74243,0.8466,0.86401,0.37035,1.71231,1.2066,1.52282,0.0003218,0.0003218,0.0003218
20,148.526,1.4461,1.07195,1.22342,0.74197,0.8937,0.87559,0.38129,1.72701,1.13327,1.53918,0.0003119,0.0003119,0.0003119
21,155.095,1.4719,1.09058,1.24642,0.79758,0.84292,0.89562,0.44742,1.61251,1.02373,1.47412,0.000302,0.000302,0.000302
22,161.957,1.4923,1.10741,1.24172,0.76195,0.80526,0.88552,0.4246,1.64347,1.0976,1.4844,0.0002921,0.0002921,0.0002921
23,168.464,1.44179,1.0579,1.22159,0.7373,0.89869,0.89752,0.43642,1.6129,1.07261,1.4478,0.0002822,0.0002822,0.0002822
24,174.931,1.4448,1.04781,1.24039,0.74282,0.90705,0.88973,0.4233,1.65325,1.1035,1.43,0.0002723,0.0002723,0.0002723
25,181.379,1.49116,1.06114,1.21381,0.85257,0.86209,0.93087,0.48381,1.57758,1.01755,1.37183,0.0002624,0.0002624,0.0002624
26,188.056,1.44858,1.06512,1.23163,0.81418,0.9056,0.91354,0.46563,1.60348,1.01597,1.39538,0.0002525,0.0002525,0.0002525
27,194.434,1.40561,1.03991,1.24288,0.81285,0.90945,0.92695,0.42544,1.66217,1.06209,1.4427,0.0002426,0.0002426,0.0002426
28,200.842,1.4208,1.02473,1.24323,0.85706,0.85164,0.90745,0.42237,1.62983,1.09333,1.43864,0.0002327,0.0002327,0.0002327
29,207.292,1.43931,1.03996,1.22651,0.81626,0.88366,0.91645,0.43631,1.63075,1.04122,1.44076,0.0002228,0.0002228,0.0002228
30,213.87,1.41382,1.02132,1.2074,0.81477,0.88981,0.92423,0.43132,1.66538,1.04355,1.46994,0.0002129,0.0002129,0.0002129
31,220.41,1.4174,0.99724,1.20526,0.81166,0.88986,0.91673,0.42136,1.68419,1.06056,1.47952,0.000203,0.000203,0.000203
32,226.997,1.41805,0.99616,1.21584,0.85129,0.88111,0.93164,0.4459,1.62125,1.00246,1.43491,0.0001931,0.0001931,0.0001931
33,233.487,1.4324,0.97897,1.20897,0.839,0.87746,0.92174,0.43166,1.66703,1.00939,1.44984,0.0001832,0.0001832,0.0001832
34,240.071,1.42364,0.95718,1.24144,0.85936,0.88032,0.93074,0.46807,1.59988,0.96709,1.40977,0.0001733,0.0001733,0.0001733
35,246.518,1.39121,0.94978,1.18837,0.83991,0.90207,0.92726,0.47999,1.57998,0.94905,1.3963,0.0001634,0.0001634,0.0001634
36,253.104,1.36793,0.94042,1.16366,0.81472,0.89677,0.91833,0.4453,1.63214,0.97245,1.41633,0.0001535,0.0001535,0.0001535
37,259.745,1.39515,0.931,1.19591,0.83961,0.87792,0.91478,0.42644,1.66772,0.99456,1.44433,0.0001436,0.0001436,0.0001436
38,266.787,1.37367,0.98665,1.19147,0.82886,0.88701,0.91829,0.43497,1.64607,1.00125,1.43029,0.0001337,0.0001337,0.0001337
39,276.418,1.41958,0.93488,1.18537,0.83895,0.89611,0.90591,0.43677,1.61482,0.98188,1.41402,0.0001238,0.0001238,0.0001238
40,285.595,1.40166,0.95561,1.19251,0.84529,0.88879,0.91042,0.43214,1.61686,0.99407,1.40787,0.0001139,0.0001139,0.0001139
41,317.565,1.35056,0.92986,1.26696,0.869,0.9011,0.91885,0.42665,1.65484,0.97602,1.42502,0.000104,0.000104,0.000104
42,323.947,1.40043,0.9182,1.2554,0.85997,0.90735,0.91038,0.43778,1.62694,0.95879,1.41354,9.41e-05,9.41e-05,9.41e-05
43,330.222,1.32241,0.87178,1.24593,0.84544,0.91173,0.91212,0.43289,1.64664,0.98222,1.43184,8.42e-05,8.42e-05,8.42e-05
44,336.616,1.36597,0.8964,1.23481,0.84507,0.87862,0.91305,0.42638,1.63413,0.99289,1.42667,7.43e-05,7.43e-05,7.43e-05
45,342.914,1.33002,0.88715,1.24655,0.84661,0.85515,0.91044,0.41809,1.65669,1.00917,1.44349,6.44e-05,6.44e-05,6.44e-05
46,349.378,1.32647,0.87218,1.25711,0.85631,0.85633,0.91557,0.43125,1.66683,0.98061,1.44853,5.45e-05,5.45e-05,5.45e-05
47,355.667,1.38903,0.8842,1.22876,0.86321,0.85921,0.91693,0.4385,1.65543,0.96149,1.43934,4.46e-05,4.46e-05,4.46e-05
48,362.027,1.29887,0.84741,1.23025,0.84871,0.87321,0.91817,0.45118,1.6396,0.94273,1.42669,3.47e-05,3.47e-05,3.47e-05
49,368.343,1.35733,0.85796,1.25802,0.84722,0.8705,0.9132,0.44683,1.63728,0.94798,1.42242,2.48e-05,2.48e-05,2.48e-05
50,374.818,1.34442,0.85018,1.24628,0.81666,0.90098,0.91216,0.4446,1.64547,0.96018,1.42294,1.49e-05,1.49e-05,1.49e-05
