epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,895.786,1.54273,1.15658,1.25003,0.69835,0.75663,0.76928,0.32395,1.71003,1.30403,1.40674,0.0003515,0.0003515,0.0003515
17,946.533,1.51616,1.14177,1.25702,0.7736,0.84044,0.87993,0.43325,1.62261,1.15352,1.3506,0.0003416,0.0003416,0.0003416
18,996.008,1.50234,1.13241,1.27414,0.74384,0.85093,0.86465,0.38127,1.81801,1.18193,1.478,0.0003317,0.0003317,0.0003317
19,1045.02,1.50803,1.09136,1.26508,0.70702,0.84212,0.82367,0.34376,1.88866,1.21599,1.52754,0.0003218,0.0003218,0.0003218
20,1092.29,1.49775,1.04478,1.24092,0.77943,0.81585,0.87794,0.39533,1.71492,1.09943,1.41221,0.0003119,0.0003119,0.0003119
21,1137.86,1.5513,1.07742,1.25032,0.81465,0.81619,0.87446,0.44691,1.62408,1.04218,1.35465,0.000302,0.000302,0.000302
22,1191.44,1.56841,1.10292,1.27849,0.78736,0.85396,0.90066,0.41772,1.67848,1.05367,1.39026,0.0002921,0.0002921,0.0002921
23,1244.64,1.47104,1.02708,1.23424,0.80612,0.85916,0.91813,0.4376,1.6558,1.03314,1.37429,0.0002822,0.0002822,0.0002822
24,1297.15,1.47507,1.03033,1.28546,0.77742,0.87862,0.90439,0.45838,1.60869,1.03851,1.35201,0.0002723,0.0002723,0.0002723
25,1347.65,1.52864,1.07514,1.24605,0.78185,0.85741,0.89631,0.43773,1.65404,1.04603,1.36975,0.0002624,0.0002624,0.0002624
26,1394.96,1.48116,1.05829,1.26303,0.82199,0.83048,0.88929,0.44212,1.62264,1.04643,1.35351,0.0002525,0.0002525,0.0002525
27,1452.37,1.44304,1.07493,1.26031,0.79562,0.84522,0.87533,0.4028,1.67447,1.08556,1.38592,0.0002426,0.0002426,0.0002426
28,1502.13,1.42182,1.04959,1.23754,0.81102,0.89555,0.90201,0.42213,1.68417,1.03404,1.38727,0.0002327,0.0002327,0.0002327
29,1552.54,1.46461,1.01343,1.23578,0.83397,0.88585,0.906,0.43568,1.68962,1.02294,1.39351,0.0002228,0.0002228,0.0002228
30,1608.14,1.4498,1.03055,1.23213,0.84193,0.87988,0.88903,0.43305,1.67226,0.99935,1.38327,0.0002129,0.0002129,0.0002129
31,1659.14,1.45815,0.97885,1.21681,0.80427,0.87371,0.87279,0.40053,1.72995,1.03778,1.41712,0.000203,0.000203,0.000203
32,1718.21,1.44648,0.96977,1.24314,0.81984,0.87867,0.88321,0.46976,1.58471,0.96985,1.32817,0.0001931,0.0001931,0.0001931
33,1768.24,1.45984,0.98104,1.21486,0.8207,0.82495,0.87262,0.46233,1.58847,1.01048,1.32828,0.0001832,0.0001832,0.0001832
34,1811.43,1.45679,0.94836,1.23488,0.81845,0.83805,0.87259,0.46605,1.56888,0.98507,1.32376,0.0001733,0.0001733,0.0001733
35,1868.49,1.43281,0.95204,1.22484,0.82366,0.85367,0.88091,0.47417,1.5625,0.96786,1.32439,0.0001634,0.0001634,0.0001634
36,1920.98,1.40424,0.92839,1.173,0.82811,0.83666,0.8719,0.45504,1.57621,0.97171,1.33618,0.0001535,0.0001535,0.0001535
37,1983.09,1.43462,0.93594,1.20416,0.78416,0.85055,0.86007,0.4283,1.64273,0.98864,1.36723,0.0001436,0.0001436,0.0001436
38,2032.99,1.43539,0.96662,1.23047,0.76055,0.88478,0.86578,0.44546,1.61187,0.96805,1.34679,0.0001337,0.0001337,0.0001337
39,2083.81,1.45291,0.94338,1.20996,0.79728,0.87165,0.87166,0.45859,1.57354,0.95402,1.32553,0.0001238,0.0001238,0.0001238
40,2133.54,1.43103,0.956,1.23631,0.77936,0.86612,0.87148,0.44206,1.60386,0.97027,1.34372,0.0001139,0.0001139,0.0001139
41,2199.62,1.36328,0.96939,1.39445,0.77673,0.8453,0.86631,0.39136,1.73205,1.0414,1.42756,0.000104,0.000104,0.000104
42,2239.76,1.40999,0.9587,1.33361,0.79666,0.85565,0.87615,0.4152,1.67943,1.01453,1.39378,9.41e-05,9.41e-05,9.41e-05
43,2279.34,1.36027,0.88356,1.32819,0.78205,0.86979,0.88261,0.43407,1.63775,0.99259,1.36355,8.42e-05,8.42e-05,8.42e-05
44,2333.75,1.40636,0.95391,1.31248,0.77235,0.87283,0.8639,0.44419,1.59736,0.97196,1.33557,7.43e-05,7.43e-05,7.43e-05
45,2375.41,1.38228,0.89359,1.35517,0.75192,0.8812,0.85694,0.42523,1.63964,1.00522,1.36215,6.44e-05,6.44e-05,6.44e-05
46,2415.76,1.37648,0.87754,1.36331,0.79538,0.84905,0.86908,0.40001,1.72225,1.01447,1.4113,5.45e-05,5.45e-05,5.45e-05
47,2453.21,1.43157,0.90378,1.27735,0.83732,0.84831,0.87492,0.40667,1.72902,1.00557,1.41626,4.46e-05,4.46e-05,4.46e-05
48,2497.4,1.34543,0.86198,1.35548,0.80409,0.88361,0.8854,0.43525,1.66041,0.9647,1.37364,3.47e-05,3.47e-05,3.47e-05
49,2538.64,1.38958,0.87346,1.33242,0.81449,0.88048,0.88239,0.44795,1.61309,0.94217,1.3455,2.48e-05,2.48e-05,2.48e-05
50,2580,1.34806,0.86335,1.33019,0.81436,0.85987,0.87946,0.45107,1.60403,0.94419,1.33932,1.49e-05,1.49e-05,1.49e-05
