epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,519.546,2.22308,2.82105,1.80393,0.36163,0.14649,0.16228,0.05145,2.24484,3.11819,1.80418,0.089055,5.5e-05,5.5e-05
2,932.602,1.62161,1.89894,1.41797,0.50091,0.30068,0.33562,0.11053,2.11755,2.83242,1.61022,0.0771104,0.000110446,0.000110446
3,1335.71,1.55674,1.77747,1.36761,0.50019,0.55147,0.47849,0.1736,1.99758,2.20236,1.58077,0.0651611,0.00016114,0.00016114
4,1730.39,1.50187,1.51046,1.40796,0.45484,0.56129,0.45437,0.1461,2.12734,1.86067,1.83326,0.0532071,0.000207082,0.000207082
5,2150.61,1.5401,1.50465,1.4376,0.61702,0.68391,0.67731,0.26996,1.79586,1.5437,1.58655,0.0412483,0.000248272,0.000248272
6,2542.51,1.43288,1.42566,1.34307,0.57275,0.59249,0.61787,0.21927,1.87858,1.68863,1.6743,0.0292847,0.00028471,0.00028471
7,2937.87,1.48403,1.39097,1.38531,0.62128,0.70571,0.69945,0.27308,1.84101,1.54822,1.66405,0.0173164,0.000316396,0.000316396
8,3438.71,1.41692,1.31994,1.36198,0.65354,0.71837,0.73133,0.28147,1.85352,1.4335,1.70402,0.00534333,0.00034333,0.00034333
9,3947.95,1.42371,1.31988,1.35294,0.66794,0.69271,0.72881,0.30087,1.76512,1.46198,1.6331,0.0003416,0.0003416,0.0003416
10,4474.26,1.45353,1.25509,1.30485,0.63449,0.65499,0.67183,0.25303,1.91056,1.59068,1.79274,0.0003218,0.0003218,0.0003218
11,4986.45,1.38409,1.25213,1.34937,0.6095,0.78532,0.69493,0.24421,1.8921,1.46345,1.78122,0.000302,0.000302,0.000302
12,5489.1,1.41366,1.23409,1.32695,0.60696,0.72094,0.68421,0.22144,2.01847,1.58227,1.89542,0.0002822,0.0002822,0.0002822
13,5986.79,1.3763,1.18873,1.34794,0.70828,0.73726,0.77583,0.28426,1.83578,1.45336,1.71662,0.0002624,0.0002624,0.0002624
14,6456.63,1.38441,1.25049,1.32735,0.65025,0.79731,0.77348,0.29552,1.781,1.36974,1.64572,0.0002426,0.0002426,0.0002426
15,6916.33,1.34988,1.19966,1.25894,0.63798,0.68739,0.67862,0.25997,1.76634,1.55736,1.64003,0.0002228,0.0002228,0.0002228
16,7365.22,1.33875,1.23233,1.34589,0.67157,0.67462,0.68342,0.27906,1.75008,1.48278,1.63106,0.000203,0.000203,0.000203
17,7842.67,1.34898,1.19377,1.36187,0.62972,0.74348,0.67539,0.2707,1.74727,1.40525,1.64243,0.0001832,0.0001832,0.0001832
18,8293.29,1.28627,1.12786,1.31444,0.6751,0.75777,0.72527,0.28749,1.77016,1.40173,1.67019,0.0001634,0.0001634,0.0001634
19,8739.38,1.29288,1.09624,1.29892,0.70834,0.82262,0.8027,0.33299,1.73661,1.35658,1.62003,0.0001436,0.0001436,0.0001436
20,9193.06,1.29292,1.09215,1.32713,0.70884,0.8041,0.81689,0.35513,1.73039,1.2875,1.60477,0.0001238,0.0001238,0.0001238
21,9662.14,1.30387,1.04284,1.32994,0.72012,0.83432,0.82696,0.35424,1.76891,1.25307,1.62356,0.000104,0.000104,0.000104
22,10116.3,1.31079,1.04661,1.28521,0.70538,0.83876,0.82033,0.34992,1.77644,1.24506,1.62366,8.42e-05,8.42e-05,8.42e-05
23,10566.1,1.29065,1.00189,1.29724,0.73729,0.83519,0.82672,0.34455,1.78149,1.26454,1.62086,6.44e-05,6.44e-05,6.44e-05
24,11025.1,1.26781,1.03022,1.24934,0.73621,0.82549,0.82674,0.3373,1.78832,1.28141,1.62534,4.46e-05,4.46e-05,4.46e-05
25,11495.3,1.24982,0.96708,1.26912,0.75009,0.81166,0.82566,0.33461,1.80708,1.30169,1.63936,2.48e-05,2.48e-05,2.48e-05
