epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,343.14,1.96187,2.11592,1.28195,0.31271,0.3818,0.3249,0.16388,1.67363,2.19753,1.25054,0.08607,7e-05,7e-05
2,655.602,1.77479,1.54479,1.20792,0.37026,0.77648,0.43416,0.2168,1.74347,1.71579,1.26748,0.0711414,0.000141411,0.000141411
3,966.764,1.66489,1.41212,1.18575,0.36831,0.81248,0.50986,0.26928,1.69798,1.57593,1.2605,0.0562091,0.00020911,0.00020911
4,1280.59,1.66315,1.35817,1.1817,0.43646,0.79401,0.57198,0.29819,1.65415,1.33718,1.24081,0.0412731,0.000273096,0.000273096
5,1593,1.66108,1.31832,1.18447,0.42439,0.82061,0.54907,0.28719,1.6378,1.45126,1.25901,0.0263334,0.00033337,0.00033337
6,1906.53,1.62185,1.37313,1.13864,0.45789,0.81779,0.57453,0.30059,1.63245,1.33764,1.25287,0.0113899,0.000389931,0.000389931
7,2223.08,1.59995,1.33327,1.15049,0.47156,0.75169,0.6212,0.33815,1.57821,1.31269,1.22171,0.00042575,0.00042575,0.00042575
8,2533.61,1.61569,1.36411,1.16714,0.44852,0.86034,0.64967,0.35493,1.53559,1.29749,1.18739,0.000413375,0.000413375,0.000413375
9,2845.45,1.58571,1.32656,1.11495,0.50916,0.77639,0.66463,0.35227,1.54984,1.27693,1.16495,0.000401,0.000401,0.000401
10,3161.24,1.56439,1.28108,1.11152,0.4889,0.81594,0.68588,0.35862,1.5547,1.31218,1.16866,0.000388625,0.000388625,0.000388625
11,3475.84,1.51826,1.22826,1.11487,0.57272,0.82365,0.68174,0.36644,1.5536,1.17142,1.17501,0.00037625,0.00037625,0.00037625
12,3787.55,1.5494,1.22353,1.09434,0.5278,0.81723,0.72483,0.39575,1.53264,1.16255,1.16911,0.000363875,0.000363875,0.000363875
13,4099.84,1.5263,1.15264,1.10247,0.63748,0.74724,0.72954,0.41237,1.5125,1.15943,1.155,0.0003515,0.0003515,0.0003515
14,4410.53,1.49518,1.10678,1.13369,0.64501,0.7236,0.707,0.39115,1.54797,1.22785,1.15798,0.000339125,0.000339125,0.000339125
15,4723.01,1.48561,1.10305,1.10457,0.66189,0.67721,0.69505,0.39362,1.54301,1.178,1.15712,0.00032675,0.00032675,0.00032675
16,5037.68,1.48515,1.11626,1.07226,0.53314,0.82359,0.73122,0.41202,1.51396,1.12515,1.15665,0.000314375,0.000314375,0.000314375
17,5350.16,1.50631,1.08936,1.15833,0.61039,0.78139,0.74797,0.41386,1.53703,1.05895,1.15385,0.000302,0.000302,0.000302
18,5665.16,1.4581,1.06611,1.08196,0.67209,0.7179,0.76322,0.43701,1.48437,1.07921,1.13261,0.000289625,0.000289625,0.000289625
19,5977.79,1.49288,1.05828,1.09789,0.67065,0.77738,0.77292,0.45205,1.49857,1.05726,1.14259,0.00027725,0.00027725,0.00027725
20,6290.62,1.44315,1.04113,1.05989,0.65,0.81265,0.75027,0.42205,1.55115,1.07069,1.15443,0.000264875,0.000264875,0.000264875
21,6602.12,1.43896,0.99576,1.07561,0.70079,0.7405,0.77025,0.42775,1.57269,1.02126,1.19497,0.0002525,0.0002525,0.0002525
22,6916.37,1.47013,0.96358,1.10248,0.69046,0.72316,0.77468,0.43615,1.5565,1.02689,1.18936,0.000240125,0.000240125,0.000240125
23,7228.3,1.42828,0.98337,1.05932,0.67816,0.73921,0.78814,0.44407,1.53813,1.046,1.14554,0.00022775,0.00022775,0.00022775
24,7542.63,1.4267,0.96201,1.07354,0.68289,0.74516,0.77784,0.45688,1.48406,1.00933,1.13891,0.000215375,0.000215375,0.000215375
25,7855.4,1.43212,1.00049,1.06645,0.68483,0.72783,0.78151,0.45193,1.51257,1.00607,1.16593,0.000203,0.000203,0.000203
