epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,137.916,1.90485,4.11639,1.21189,0.00375,0.21687,0.00349,0.00167,1.68234,3.80819,1.20052,0.095025,2.5e-05,2.5e-05
2,242.043,1.70766,3.21739,1.12594,0.00507,0.42169,0.09477,0.02946,2.52003,4.04149,1.67972,0.0890528,5.2822e-05,5.2822e-05
3,341.98,1.69107,2.46046,1.20226,0.33333,0.01205,0.17485,0.08706,3.35212,4.51447,2.63688,0.0830783,7.8268e-05,7.8268e-05
4,457.453,1.74299,2.06467,1.1671,0.33333,0.01205,0.17485,0.08706,3.1819,4.36094,2.32725,0.0771013,0.000101338,0.000101338
5,563.459,1.67925,1.92619,1.12729,0.33333,0.01205,0.17485,0.08706,2.57059,4.2409,1.72878,0.071122,0.000122032,0.000122032
6,662.727,1.75757,1.80071,1.09794,0.33333,0.01205,0.17485,0.08706,2.26855,4.24248,1.5244,0.0651404,0.00014035,0.00014035
7,767.108,1.64829,1.73396,1.11134,0.33333,0.01205,0.17485,0.08706,2.17309,4.28056,1.48223,0.0591563,0.000156292,0.000156292
8,873.313,1.58343,1.59943,1.09642,0.25,0.01807,0.13126,0.03049,2.02646,4.21055,1.39065,0.0531699,0.000169858,0.000169858
9,985.711,1.64603,1.53938,1.09655,0.32237,0.29518,0.30748,0.15289,1.76569,3.92579,1.25157,0.047181,0.000181048,0.000181048
10,1101.84,1.65451,1.54351,1.09209,0.28095,0.49576,0.35267,0.16596,1.7456,3.63989,1.21915,0.0411899,0.000189862,0.000189862
11,1208.88,1.62354,1.53695,1.08383,0.26638,0.64391,0.35185,0.15171,1.8552,3.50263,1.26891,0.0351963,0.0001963,0.0001963
12,1326.58,1.53338,1.48693,1.04827,0.24253,0.90228,0.37775,0.17461,1.81687,3.20311,1.24041,0.0292004,0.000200362,0.000200362
13,1431.54,1.53047,1.43777,1.04551,0.20298,0.98795,0.40708,0.20345,1.73466,2.73946,1.17672,0.023202,0.000202048,0.000202048
14,1540.58,1.54469,1.46106,1.06242,0.18235,1,0.43859,0.23629,1.57832,2.41625,1.12308,0.0172014,0.000201358,0.000201358
15,1647.45,1.51368,1.40197,1.02361,0.17417,1,0.44531,0.24861,1.54081,2.28098,1.11461,0.0111983,0.000198292,0.000198292
16,1751.34,1.53773,1.62901,1.14225,0.25078,0.99471,0.43435,0.24675,1.55318,2.09479,1.1205,0.00519285,0.00019285,0.00019285
17,1862.75,1.49004,1.49655,1.09343,0.2873,0.97546,0.43473,0.2413,1.6045,2.09201,1.13883,0.0001832,0.0001832,0.0001832
18,1970.1,1.53872,1.52843,1.13355,0.31741,0.74163,0.42811,0.22276,1.73057,2.10615,1.18955,0.0001634,0.0001634,0.0001634
19,2075.21,1.51109,1.53799,1.154,0.35531,0.53235,0.43294,0.22697,1.69984,2.03198,1.18095,0.0001436,0.0001436,0.0001436
20,2178.9,1.4792,1.51491,1.12628,0.49468,0.43935,0.44355,0.25643,1.57551,1.82712,1.1411,0.0001238,0.0001238,0.0001238
21,2283.71,1.4564,1.49704,1.12789,0.36555,0.48602,0.44496,0.25993,1.54157,1.73736,1.12912,0.000104,0.000104,0.000104
22,2387.33,1.45078,1.45241,1.0959,0.34798,0.56203,0.44693,0.26522,1.52943,1.59546,1.12152,8.42e-05,8.42e-05,8.42e-05
23,2491.14,1.49191,1.41005,1.14377,0.29816,0.54351,0.44244,0.25905,1.54488,1.54802,1.125,6.44e-05,6.44e-05,6.44e-05
24,2594.5,1.44222,1.42377,1.12143,0.29673,0.64212,0.44688,0.25568,1.59242,1.49934,1.13847,4.46e-05,4.46e-05,4.46e-05
25,2698.34,1.44693,1.37766,1.10348,0.28044,0.64815,0.44796,0.25407,1.60898,1.4797,1.14265,2.48e-05,2.48e-05,2.48e-05
