epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,6662.9,1.42235,0.9993,1.4235,0.80868,0.85338,0.88215,0.3685,1.86351,1.11744,1.74948,0.000215375,0.000215375,0.000215375
25,6941.99,1.42765,0.97091,1.43368,0.75704,0.83289,0.84868,0.30216,2.06115,1.1905,1.91427,0.000203,0.000203,0.000203
26,7210.42,1.4918,0.98998,1.43116,0.77598,0.84827,0.89802,0.40253,1.76173,1.09696,1.66357,0.000190625,0.000190625,0.000190625
27,7478.4,1.41611,0.98228,1.41827,0.78847,0.84937,0.90228,0.40732,1.72634,1.10814,1.63417,0.00017825,0.00017825,0.00017825
28,7777.84,1.40036,1.00626,1.42543,0.79274,0.77738,0.84194,0.32032,1.90326,1.2628,1.77887,0.000165875,0.000165875,0.000165875
29,8043.35,1.45616,1.00941,1.4413,0.80757,0.81349,0.85844,0.35118,1.82256,1.15361,1.70123,0.0001535,0.0001535,0.0001535
30,8312.51,1.37946,1.01957,1.38969,0.79821,0.85794,0.89708,0.42468,1.66802,1.0429,1.58529,0.000141125,0.000141125,0.000141125
31,8647.55,1.42305,1.00435,1.45039,0.78802,0.87253,0.89852,0.42503,1.66963,1.06799,1.58955,0.00012875,0.00012875,0.00012875
32,8906.8,1.35506,1.01233,1.47177,0.78847,0.84949,0.88834,0.35922,1.7891,1.16945,1.67755,0.000116375,0.000116375,0.000116375
33,9201.97,1.40786,0.97931,1.43626,0.83243,0.75914,0.86771,0.33325,1.86921,1.18647,1.74719,0.000104,0.000104,0.000104
34,9466.54,1.33838,0.97002,1.46979,0.80434,0.80519,0.88577,0.39149,1.74758,1.0938,1.64995,9.1625e-05,9.1625e-05,9.1625e-05
35,9719.07,1.34492,0.94077,1.44654,0.77441,0.81859,0.88468,0.41226,1.70236,1.08003,1.61519,7.925e-05,7.925e-05,7.925e-05
36,10014.2,1.31169,0.92107,1.42167,0.7627,0.82667,0.87048,0.40956,1.71209,1.10705,1.62032,6.6875e-05,6.6875e-05,6.6875e-05
37,10282.4,1.33565,0.9389,1.42172,0.78581,0.85614,0.88917,0.38876,1.7842,1.11217,1.67875,5.45e-05,5.45e-05,5.45e-05
38,10535.4,1.33827,0.89019,1.42875,0.80475,0.85853,0.90086,0.38585,1.80977,1.09831,1.6993,4.2125e-05,4.2125e-05,4.2125e-05
39,10829.2,1.34777,0.88887,1.49137,0.79672,0.85689,0.89827,0.38625,1.80668,1.09576,1.69491,2.975e-05,2.975e-05,2.975e-05
40,11093.7,1.30676,0.87718,1.42478,0.79122,0.86286,0.89674,0.38945,1.79422,1.08766,1.6829,1.7375e-05,1.7375e-05,1.7375e-05
