epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,592.498,1.53967,1.1708,1.27362,0.70515,0.76036,0.78121,0.32264,1.77519,1.21016,1.4701,0.0002723,0.0002723,0.0002723
25,616.924,1.45238,1.19553,1.20686,0.69044,0.83326,0.8283,0.36835,1.68994,1.15968,1.41431,0.0002624,0.0002624,0.0002624
26,641.505,1.47825,1.15415,1.24553,0.71441,0.82423,0.82184,0.34588,1.72941,1.20714,1.4425,0.0002525,0.0002525,0.0002525
27,665.971,1.51343,1.18296,1.27171,0.68641,0.77549,0.7797,0.29123,1.80797,1.32058,1.49751,0.0002426,0.0002426,0.0002426
28,690.387,1.50057,1.11601,1.25703,0.75526,0.81361,0.84374,0.33743,1.74653,1.22328,1.45351,0.0002327,0.0002327,0.0002327
29,714.805,1.50817,1.1567,1.25026,0.72739,0.82412,0.84132,0.3972,1.64784,1.13752,1.3902,0.0002228,0.0002228,0.0002228
30,739.306,1.48294,1.1848,1.25541,0.72021,0.80855,0.78954,0.32881,1.7583,1.21966,1.45828,0.0002129,0.0002129,0.0002129
31,763.831,1.4451,1.10109,1.22339,0.69604,0.79978,0.79465,0.31643,1.7785,1.21044,1.46788,0.000203,0.000203,0.000203
32,788.229,1.47361,1.07875,1.23039,0.77444,0.83794,0.84791,0.36392,1.71833,1.13581,1.42747,0.0001931,0.0001931,0.0001931
33,812.675,1.43137,1.09913,1.21977,0.79017,0.8502,0.8549,0.36597,1.73638,1.12274,1.44013,0.0001832,0.0001832,0.0001832
34,837.175,1.48653,1.0805,1.19954,0.73687,0.82767,0.81092,0.30376,1.86696,1.18142,1.51477,0.0001733,0.0001733,0.0001733
35,861.564,1.48692,1.06062,1.20828,0.75297,0.81031,0.85112,0.37142,1.71595,1.1247,1.41547,0.0001634,0.0001634,0.0001634
36,885.931,1.47439,1.091,1.21274,0.70747,0.84883,0.85715,0.39782,1.66458,1.09497,1.38243,0.0001535,0.0001535,0.0001535
37,910.53,1.44825,1.06502,1.16911,0.69275,0.89629,0.85812,0.37922,1.72797,1.11493,1.42348,0.0001436,0.0001436,0.0001436
38,934.952,1.4517,1.00291,1.22874,0.76268,0.82578,0.85998,0.3638,1.78746,1.1221,1.46568,0.0001337,0.0001337,0.0001337
39,959.301,1.47856,1.00846,1.19061,0.72116,0.87747,0.85209,0.3735,1.75631,1.11542,1.44689,0.0001238,0.0001238,0.0001238
40,983.693,1.43241,1.02588,1.23963,0.73881,0.84178,0.83592,0.36952,1.72975,1.13358,1.43507,0.0001139,0.0001139,0.0001139
41,1041.84,1.40503,1.05416,1.22672,0.7723,0.78644,0.81221,0.32506,1.79338,1.20844,1.48076,0.000104,0.000104,0.000104
42,1066.27,1.42194,1.0424,1.2271,0.73893,0.78749,0.82716,0.32022,1.81623,1.18343,1.49263,9.41e-05,9.41e-05,9.41e-05
43,1090.79,1.4312,1.04198,1.23946,0.74963,0.80648,0.84735,0.33924,1.80078,1.1587,1.47927,8.42e-05,8.42e-05,8.42e-05
44,1115.23,1.35995,0.99889,1.25475,0.7482,0.82106,0.84381,0.35437,1.7498,1.15841,1.44067,7.43e-05,7.43e-05,7.43e-05
45,1139.59,1.43265,0.99688,1.20009,0.72946,0.81245,0.82034,0.34233,1.74968,1.18256,1.4424,6.44e-05,6.44e-05,6.44e-05
46,1163.87,1.42835,1.01393,1.26622,0.75019,0.80558,0.81401,0.34279,1.74086,1.16672,1.43679,5.45e-05,5.45e-05,5.45e-05
47,1188.21,1.40967,0.96944,1.21736,0.77079,0.78925,0.8172,0.3404,1.73548,1.16478,1.43108,4.46e-05,4.46e-05,4.46e-05
48,1212.61,1.37349,0.96636,1.2189,0.7605,0.78352,0.81887,0.33333,1.75054,1.1635,1.44185,3.47e-05,3.47e-05,3.47e-05
49,1236.9,1.37908,0.96423,1.22024,0.74683,0.79677,0.80938,0.32695,1.77246,1.17145,1.45363,2.48e-05,2.48e-05,2.48e-05
50,1261.2,1.39736,0.96944,1.23799,0.75513,0.80302,0.81885,0.33234,1.75821,1.16737,1.44656,1.49e-05,1.49e-05,1.49e-05
