epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,3087.91,1.23056,0.72221,1.13277,0.84019,0.89909,0.92623,0.45563,1.66441,0.88331,1.48906,0.00010895,0.00010895,0.00010895
81,3132.78,1.20411,0.75215,1.17338,0.83838,0.89638,0.91192,0.46209,1.6415,0.83718,1.49557,0.000104,0.000104,0.000104
82,3172.07,1.17774,0.70047,1.13076,0.84857,0.91633,0.91915,0.50253,1.61549,0.77912,1.52254,9.905e-05,9.905e-05,9.905e-05
83,3208.03,1.22165,0.73709,1.14329,0.87013,0.88306,0.92427,0.4714,1.61433,0.80993,1.49883,9.41e-05,9.41e-05,9.41e-05
84,3239.51,1.2119,0.7297,1.14018,0.8639,0.92116,0.93169,0.51019,1.58626,0.7323,1.51393,8.915e-05,8.915e-05,8.915e-05
85,3271.2,1.22288,0.74985,1.15966,0.8775,0.90134,0.92015,0.45746,1.63678,0.79598,1.52081,8.42e-05,8.42e-05,8.42e-05
86,3307.46,1.20364,0.71706,1.14375,0.83987,0.91305,0.92657,0.5187,1.56353,0.80105,1.48439,7.925e-05,7.925e-05,7.925e-05
87,3339.53,1.20143,0.69206,1.15472,0.85988,0.91007,0.92692,0.48862,1.58478,0.76247,1.47589,7.43e-05,7.43e-05,7.43e-05
88,3373.81,1.19478,0.70004,1.15247,0.88375,0.875,0.92694,0.50785,1.55121,0.74321,1.46879,6.935e-05,6.935e-05,6.935e-05
89,3398.96,1.21505,0.69701,1.17046,0.85201,0.85656,0.92092,0.45115,1.63971,0.87181,1.50406,6.44e-05,6.44e-05,6.44e-05
90,3435.02,1.18557,0.71138,1.13094,0.84274,0.91996,0.92933,0.52139,1.5658,0.76806,1.48457,5.945e-05,5.945e-05,5.945e-05
91,3493.46,1.21311,0.75437,1.21226,0.86101,0.90645,0.9184,0.47409,1.61635,0.75609,1.52088,5.45e-05,5.45e-05,5.45e-05
92,3523.94,1.21342,0.73712,1.22593,0.8525,0.91612,0.91383,0.4811,1.59863,0.73794,1.51725,4.955e-05,4.955e-05,4.955e-05
93,3553.28,1.16022,0.72416,1.21815,0.87047,0.87107,0.9196,0.50593,1.56837,0.73012,1.51682,4.46e-05,4.46e-05,4.46e-05
94,3583.45,1.15599,0.69055,1.18612,0.86595,0.86077,0.9274,0.49464,1.59344,0.75832,1.52373,3.965e-05,3.965e-05,3.965e-05
95,3614.69,1.19251,0.70144,1.20612,0.8523,0.92614,0.93261,0.48103,1.62243,0.73215,1.52338,3.47e-05,3.47e-05,3.47e-05
96,3647.92,1.1834,0.72509,1.22414,0.84849,0.91481,0.93209,0.49625,1.60621,0.72678,1.51072,2.975e-05,2.975e-05,2.975e-05
97,3679.79,1.16268,0.67559,1.19065,0.86898,0.87116,0.9311,0.48705,1.61393,0.74896,1.51673,2.48e-05,2.48e-05,2.48e-05
98,3710.6,1.16432,0.68104,1.18799,0.83344,0.91384,0.9303,0.49299,1.60776,0.74979,1.51629,1.985e-05,1.985e-05,1.985e-05
99,3741.38,1.16257,0.70649,1.17567,0.83724,0.91739,0.927,0.50206,1.59199,0.72755,1.51478,1.49e-05,1.49e-05,1.49e-05
100,3771.9,1.1628,0.67625,1.18738,0.87215,0.88712,0.92807,0.50647,1.58641,0.71951,1.51526,9.95e-06,9.95e-06,9.95e-06
