epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,174.637,1.47322,1.09571,1.14227,0.7464,0.8221,0.83602,0.43495,1.52612,1.06617,1.25137,0.0002624,0.0002624,0.0002624
26,182.609,1.46706,1.08025,1.18334,0.78216,0.79976,0.86252,0.36963,1.70119,1.15458,1.34252,0.0002525,0.0002525,0.0002525
27,189.175,1.44349,1.01566,1.15052,0.81647,0.82042,0.87817,0.37896,1.71303,1.13061,1.3434,0.0002426,0.0002426,0.0002426
28,195.64,1.44083,1.06943,1.17573,0.79106,0.83849,0.87881,0.37919,1.69044,1.08828,1.33331,0.0002327,0.0002327,0.0002327
29,202.104,1.45472,1.07251,1.15055,0.79213,0.79646,0.87044,0.34455,1.74024,1.10441,1.38209,0.0002228,0.0002228,0.0002228
30,209.754,1.4358,1.03018,1.15394,0.8473,0.80467,0.89841,0.38537,1.67328,1.06772,1.34276,0.0002129,0.0002129,0.0002129
31,216.582,1.44069,1.03174,1.14791,0.77857,0.87473,0.89355,0.39313,1.69325,1.04283,1.34642,0.000203,0.000203,0.000203
32,223.101,1.41787,1.01637,1.15786,0.77035,0.82495,0.87435,0.37054,1.74509,1.09343,1.37453,0.0001931,0.0001931,0.0001931
33,230.195,1.44462,1.0107,1.15203,0.78513,0.85352,0.89205,0.39043,1.71001,1.04608,1.35764,0.0001832,0.0001832,0.0001832
34,236.221,1.46956,1.01976,1.16182,0.75794,0.85825,0.88256,0.45786,1.53014,0.98153,1.25469,0.0001733,0.0001733,0.0001733
35,243.835,1.40648,1.00634,1.10171,0.77355,0.83211,0.876,0.46478,1.5269,0.99455,1.24481,0.0001634,0.0001634,0.0001634
36,250.668,1.41775,0.98694,1.10497,0.72352,0.91846,0.88493,0.44771,1.58041,1.03154,1.26863,0.0001535,0.0001535,0.0001535
37,256.907,1.3713,0.96533,1.10024,0.74502,0.89412,0.89057,0.43965,1.59214,1.03174,1.27671,0.0001436,0.0001436,0.0001436
38,265.537,1.39605,0.94675,1.09479,0.75952,0.89393,0.8895,0.42175,1.60691,1.02998,1.29108,0.0001337,0.0001337,0.0001337
39,275.854,1.42156,0.96747,1.14571,0.77729,0.84768,0.87989,0.42846,1.60645,1.04275,1.28932,0.0001238,0.0001238,0.0001238
40,281.875,1.41007,0.93195,1.13313,0.75858,0.87308,0.89012,0.43374,1.59359,1.01557,1.28327,0.0001139,0.0001139,0.0001139
41,330.889,1.44989,0.96215,1.23118,0.78405,0.89281,0.91174,0.44289,1.56965,0.98153,1.27008,0.000104,0.000104,0.000104
42,336.583,1.41947,0.9486,1.20138,0.77244,0.90976,0.91331,0.45407,1.5475,0.97258,1.25769,9.41e-05,9.41e-05,9.41e-05
43,341.889,1.35229,0.89771,1.20985,0.81499,0.89875,0.91742,0.48169,1.50502,0.94629,1.23386,8.42e-05,8.42e-05,8.42e-05
44,347.235,1.34904,0.90316,1.16885,0.73129,0.89343,0.90317,0.46694,1.53589,0.99708,1.24199,7.43e-05,7.43e-05,7.43e-05
45,353.478,1.36686,0.89174,1.18255,0.72422,0.89409,0.89774,0.45318,1.56697,1.02683,1.25511,6.44e-05,6.44e-05,6.44e-05
46,358.676,1.34147,0.87978,1.18347,0.73893,0.89276,0.89386,0.42884,1.61268,1.02589,1.27872,5.45e-05,5.45e-05,5.45e-05
47,363.852,1.34535,0.8815,1.16328,0.7592,0.8757,0.89504,0.43167,1.60481,1.00893,1.27561,4.46e-05,4.46e-05,4.46e-05
48,369.094,1.34526,0.85395,1.16756,0.80983,0.84368,0.89727,0.44213,1.57076,0.98811,1.25988,3.47e-05,3.47e-05,3.47e-05
49,374.252,1.35627,0.88706,1.16482,0.79667,0.86113,0.89884,0.44541,1.56168,0.98142,1.25517,2.48e-05,2.48e-05,2.48e-05
50,379.337,1.36129,0.87676,1.18153,0.79709,0.86016,0.89929,0.44562,1.5606,0.98515,1.25567,1.49e-05,1.49e-05,1.49e-05
